"Response ID","Date submitted","Last page","Start language","Seed","Date started","Date last action","IP address","What is a key benefit of using Cyber Threat Intelligence? ","Which of the following is a typical source of Cyber Threat Intelligence?","What is a common use of a threat report in Cyber Threat Intelligence?","What are Indicators of Compromise (IoCs)?","PROLIFICPID","STUDYID","SESSIONID","{if(is_empty(gleichung), rand(3,4), gleichung)} ","   AI Threat Analysis Unit Automated Incident Response System   PRODUCT PREVIEW (LIMITED DETAILS)Critical indicators of compromise (IoCs) and technical signatures are partially hidden in this view. Purchase the full report to unlock all actionable data.   Incident Report: Killnet Group – Preview Summary   Detection &amp; Analysis (Preview)   	Confirmed SYN flood (DoS) attack against an internal server. 	Malicious traffic from a single external IP (REDACTED in preview). 	Activity attributed to Killnet Group based on threat intelligence feeds.     Containment &amp; Mitigation (Preview)   	Attack traffic stopped through network isolation and firewall changes. 	Specific firewall / IPS rules and signatures are not fully visible in this preview.     Outcome   	Attack successfully mitigated; no data exfiltration detected.      🛡️ Actionable Intelligence (Preview)  The full report contains detailed Indicators of Compromise (IoCs) and ready-to-use defenses. In this preview you can see only high-level items:   	Attacker IP: 1 external IPv4 address (REDACTED). 	Attack pattern: specific SYN flood profile against a single service. 	Defensive content: firewall / IPS signatures for Killnet Group SYN floods (details hidden).   Purchase the full report to reveal all redacted indicators and deploy the signatures in your environment.   Report Classification: RESTRICTED PREVIEWIoCs and signatures partially redacted for external buyers.   ","Read the instructions [At a price of 0 Ⓣ]","Read the instructions [At a price of 500 Ⓣ]","Read the instructions [At a price of 1.500 Ⓣ]","Read the instructions [At a price of  2.000 Ⓣ]","Read the instructions [At a price of 2.500 Ⓣ]","Read the instructions [At a price of 3.500 Ⓣ]","Read the instructions [At a price of  4.000 Ⓣ]","Read the instructions [At a price of  4.500 Ⓣ]","Read the instructions [At a price of  5.500 Ⓣ]","Read the instructions [At a price of  6.000 Ⓣ]","Read the instructions [At a price of 6.500 Ⓣ]","Read the instructions [At a price of 7.500 Ⓣ]","Read the instructions [At a price of  8.000 Ⓣ]","Read the instructions [At a price of 8.500 Ⓣ]","Read the instructions [At a price of 9.500 Ⓣ]","Read the instructions [At a price of  10.000 Ⓣ]","Read the instructions [At a price of 10.500 Ⓣ]","Read the instructions [At a price of 11.500 Ⓣ]","Read the instructions [At a price of 12.000 Ⓣ]","Read the instructions [At a price of 12.500 Ⓣ]","Read the instructions [At a price of 13.500 Ⓣ]","Read the instructions [At a price of  14.000 Ⓣ]","Read the instructions [At a price of 14.500 Ⓣ]","Read the instructions [At a price of 15.500 Ⓣ]","Read the instructions [At a price of 16.000 Ⓣ]","Read the instructions [At a price of 16.500 Ⓣ]","Read the instructions [At a price of 17.500 Ⓣ]","Read the instructions [At a price of  18.000 Ⓣ]","Read the instructions [At a price of 18.500 Ⓣ]","Read the instructions [At a price of 19.500 Ⓣ]","Read the instructions [At a price of  20.000 Ⓣ]","Read the instructions [At a price of 20.500 Ⓣ]","Read the instructions [At a price of 21.500 Ⓣ]","Read the instructions [At a price of  22.000 Ⓣ]","Please enter your individual Price: ","Select your confidence ","Read the instructions [At a price of 0 Ⓣ]","Read the instructions [At a price of 500 Ⓣ]","Read the instructions [At a price of 1.500 Ⓣ]","Read the instructions [At a price of  2.000 Ⓣ]","Read the instructions [At a price of 2.500 Ⓣ]","Read the instructions [At a price of 3.500 Ⓣ]","Read the instructions [At a price of  4.000 Ⓣ]","Read the instructions [At a price of  4.500 Ⓣ]","Read the instructions [At a price of  5.500 Ⓣ]","Read the instructions [At a price of  6.000 Ⓣ]","Read the instructions [At a price of 6.500 Ⓣ]","Read the instructions [At a price of 7.500 Ⓣ]","Read the instructions [At a price of  8.000 Ⓣ]","Read the instructions [At a price of 8.500 Ⓣ]","Read the instructions [At a price of 9.500 Ⓣ]","Read the instructions [At a price of  10.000 Ⓣ]","Read the instructions [At a price of 10.500 Ⓣ]","Read the instructions [At a price of 11.500 Ⓣ]","Read the instructions [At a price of 12.000 Ⓣ]","Read the instructions [At a price of 12.500 Ⓣ]","Read the instructions [At a price of 13.500 Ⓣ]","Read the instructions [At a price of  14.000 Ⓣ]","Read the instructions [At a price of 14.500 Ⓣ]","Read the instructions [At a price of 15.500 Ⓣ]","Read the instructions [At a price of 16.000 Ⓣ]","Read the instructions [At a price of 16.500 Ⓣ]","Read the instructions [At a price of 17.500 Ⓣ]","Read the instructions [At a price of  18.000 Ⓣ]","Read the instructions [At a price of 18.500 Ⓣ]","Read the instructions [At a price of 19.500 Ⓣ]","Read the instructions [At a price of  20.000 Ⓣ]","Read the instructions [At a price of 20.500 Ⓣ]","Read the instructions [At a price of 21.500 Ⓣ]","Read the instructions [At a price of  22.000 Ⓣ]","Please enter your individual Price: ","Select your confidence ","Total time","Group time: Screening","Question time: r427q0","Question time: r292q0","Question time: r907q0","Question time: r947q0","Question time: PROLIFICPID","Question time: STUDYID","Question time: SESSIONID","Group time: Einstieg","Question time: gleichung","Group time: Marketplace Offer: Threat Intelligence Report","Question time: q0r552","Group time: Use Case C","Question time: r859q0","Question time: G10Q20","Question time: q0r87","Group time: Use Case D","Question time: r57q0","Question time: r1019q0","Question time: r1013q0"
"156","2026-03-19 15:27:07","5","en","373424345","2026-03-19 15:23:12","2026-03-19 15:27:07","62.195.44.79","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","6980b9119ae4ea3181ffcc9e","69bbc57cf460a21a043af931","69bc06cbf55dc862fe9ad5ad","3","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","233.75","68.87","","","","","","","","","","61.49","","103.39","","","","","","",""
"157","2026-03-19 15:31:02","5","en","441418646","2026-03-19 15:28:17","2026-03-19 15:31:02","94.134.181.237","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","65b3de63e8ce6cff21fb2be0","69bbc57cf460a21a043af931","69bc07f84e767023e788320e","3","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","162.81","99.02","","","","","","","","","","12.65","","51.14","","","","","","",""
"158","2026-03-19 15:46:59","5","en","235185350","2026-03-19 15:43:56","2026-03-19 15:46:59","37.189.42.119","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Metrics to evaluate security tools","697cbbdd1a0e686e323ad539","69bbc57cf460a21a043af931","69bc0ba5445ef631965cd5a4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Some confidence","179.82","52.78","","","","","","","","","","41.79","","","","","","85.25","","",""
"159","2026-03-19 16:12:38","5","en","1457851220","2026-03-19 16:10:55","2026-03-19 16:12:38","77.2.156.229","Preventing attacks by anticipating threats","Threat data feeds and security reports","Offering guidelines for daily cybersecurity operations","Data points signaling malicious activity","6676e6fd94a77038a8c58fc1","69bbc57cf460a21a043af931","69bc11f86ae4685cce99fdf8","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Some confidence","96.44","36.28","","","","","","","","","","14.99","","","","","","45.17","","",""
"160","2026-03-19 16:25:23","5","en","2123392646","2026-03-19 16:21:35","2026-03-19 16:25:23","223.29.138.240","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","67d440ccf6f3293d71c32e4d","69bbc57cf460a21a043af931","69bc1475db7bc1ca848f7f75","3","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","217.87","103.12","","","","","","","","","","25.47","","89.28","","","","","","",""
"161","2026-03-19 16:49:56","5","en","1674114644","2026-03-19 16:46:39","2026-03-19 16:49:56","89.154.167.180","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Metrics to evaluate security tools","697ce5da1ca7b64152b9f922","69bbc57cf460a21a043af931","69bc1a50c864f5c5b9fba7f3","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Little confidence","191.93","69.06","","","","","","","","","","34.79","","","","","","88.08","","",""
"162","2026-03-19 16:51:21","5","en","1936702230","2026-03-19 16:47:53","2026-03-19 16:51:21","63.224.188.135","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","69b84fe4820815fca021152c","69bbc57cf460a21a043af931","69bc1aa14147bc527ff2304e","3","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Some confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198.11","48.88","","","","","","","","","","52.8","","96.43","","","","","","",""
"163","2026-03-19 16:52:15","5","en","1641756661","2026-03-19 16:49:44","2026-03-19 16:52:15","109.158.153.239","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Security protocols for internal data transfers","68d266efb9a0007cb92e022b","69bbc57cf460a21a043af931","69bc1b12eb18a2e7aff4eb48","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","No confidence","139.93","47.38","","","","","","","","","","36.45","","","","","","56.1","","",""
"164","2026-03-19 17:04:27","5","en","2069109671","2026-03-19 17:01:24","2026-03-19 17:04:27","90.231.84.252","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","698fa3fa38c04cebe60d2b8f","69bbc57cf460a21a043af931","69bc1dd0ba4a10fdbe33bc20","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Some confidence","181.74","90.49","","","","","","","","","","18.22","","","","","","73.03","","",""
"165","2026-03-19 17:21:24","5","en","1565872794","2026-03-19 17:17:41","2026-03-19 17:21:24","77.8.133.70","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","614db7370f904eb5265fbc1e","69bbc57cf460a21a043af931","69bc219dee1fba7938b4d0b4","3","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Little confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220.35","81.93","","","","","","","","","","56.81","","81.61","","","","","","",""
"166","2026-03-19 17:23:06","5","en","1052080761","2026-03-19 17:20:10","2026-03-19 17:23:06","81.60.136.178","Preventing attacks by anticipating threats","Internal human resources data","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","69af1f1bf0e3b640d9616124","69bbc57cf460a21a043af931","69bc222ace1c879bf2e6c2a0","3","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Little confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","171.86","60.67","","","","","","","","","","38.56","","72.63","","","","","","",""
"167","2026-03-19 17:30:32","5","en","1882765666","2026-03-19 17:27:27","2026-03-19 17:30:32","92.172.179.150","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Metrics to evaluate security tools","697a6b3dbf6c417556471fed","69bbc57cf460a21a043af931","69bc23e821fd30b242cd27f1","3","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Some confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","181.88","73.53","","","","","","","","","","36.07","","72.28","","","","","","",""
"168","2026-03-19 17:43:14","5","en","1034781695","2026-03-19 17:40:42","2026-03-19 17:43:13","208.102.82.229","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","699dd5c23229ec878aad1b0d","69bbc57cf460a21a043af931","69bc2704e56c5e7c691c9b45","3","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Some confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148.83","45.58","","","","","","","","","","41.27","","61.98","","","","","","",""
"169","2026-03-19 18:25:03","5","en","2076522109","2026-03-19 18:22:22","2026-03-19 18:25:03","109.128.154.137","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Guidelines to prevent insider threats","697a7f048e92454d9fd5ae28","69bbc57cf460a21a043af931","69bc30b1f128c09be8b4a389","3","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Some confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","159.37","53.52","","","","","","","","","","32.26","","73.59","","","","","","",""
"170","2026-03-19 18:34:44","5","en","1583471343","2026-03-19 18:32:40","2026-03-19 18:34:44","193.207.2.243","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Metrics to evaluate security tools","692552ac22a1de86c4976464","69bbc57cf460a21a043af931","69bc3315f8f212482b9d6cfd","3","","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Little confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","123.12","44.97","","","","","","","","","","15.47","","62.68","","","","","","",""
"171","2026-03-19 18:37:15","5","en","1195882156","2026-03-19 18:34:23","2026-03-19 18:37:15","87.227.31.35","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","6932d0b36b2c14ac33eea2d3","69bbc57cf460a21a043af931","69bc3397c66bde2f8c87ef9e","3","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","No confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170.5","80.66","","","","","","","","","","16.12","","73.72","","","","","","",""
"172","2026-03-19 18:52:23","5","en","869613480","2026-03-19 18:48:39","2026-03-19 18:52:23","99.167.86.158","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","69205e18d437f24405037595","69bbc57cf460a21a043af931","69bc36f0bb9c9baae32e4eb7","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Some confidence","220.42","55.23","","","","","","","","","","55.64","","","","","","109.55","","",""
"173","","3","en","1603376463","2026-03-19 18:59:24","2026-03-19 19:00:15","188.86.164.227","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Metrics to evaluate security tools","697b2daef6d3b4690a393768","69bbc57cf460a21a043af931","69bc397569153e03a07a8dd7","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.55","38","","","","","","","","","","9.55","","","","","","","","",""
"174","2026-03-19 19:11:24","5","en","1100599467","2026-03-19 19:08:38","2026-03-19 19:11:24","69.31.163.3","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","698a1b719c7c76fa18eeb5fb","69bbc57cf460a21a043af931","69bc3b9c627fa0222d1383b7","3","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","162.39","32.3","","","","","","","","","","25.1","","104.99","","","","","","",""
"175","2026-03-19 19:12:27","5","en","1624736819","2026-03-19 19:09:47","2026-03-19 19:12:27","87.100.219.220","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","698df4f9a6e6eb0522693ee9","69bbc57cf460a21a043af931","69bc3bde0a92c4d60127dc60","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Little confidence","158","80.34","","","","","","","","","","12.96","","","","","","64.7","","",""
"176","2026-03-19 19:34:23","5","en","1324359810","2026-03-19 19:26:42","2026-03-19 19:34:23","71.197.199.153","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","696713a8f4791af88d273138","69bbc57cf460a21a043af931","69bc3fa99ca3cfb518c5e9c5","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Confidence","456.69","41.65","","","","","","","","","","188.68","","","","","","226.36","","",""
"177","2026-03-19 19:34:56","5","en","2090479340","2026-03-19 19:30:15","2026-03-19 19:34:56","88.127.64.203","Preventing attacks by anticipating threats","Internal human resources data","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","6991fd5c1bbedd34b1a164e8","69bbc57cf460a21a043af931","69bc40b45db79bd71ab5b478","3","","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Some confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","278.11","95.96","","","","","","","","","","67.72","","114.43","","","","","","",""
"178","2026-03-19 20:11:41","5","en","1940118330","2026-03-19 20:07:29","2026-03-19 20:11:41","91.39.223.19","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","6930822560f6c6460eac8724","69bbc57cf460a21a043af931","69bc496c627a28ac235abb2b","3","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Some confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","243.92","71.81","","","","","","","","","","58.12","","113.99","","","","","","",""
"179","2026-03-19 20:15:18","5","en","58576160","2026-03-19 20:12:25","2026-03-19 20:15:18","108.168.99.146","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","699dd7cd7810ed6d38230eb3","69bbc57cf460a21a043af931","69bc4a7ec60731df329e9ec0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Some confidence","144.98","65.54","","","","","","","","","","21.18","","","","","","58.26","","",""
"180","2026-03-19 20:27:13","5","en","1694304204","2026-03-19 20:23:13","2026-03-19 20:27:13","45.17.224.183","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","6990dd173d4143d670ede47f","69bbc57cf460a21a043af931","69bc4d12a5e78393dde9914f","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Some confidence","234.44","51.66","","","","","","","","","","40.94","","","","","","141.84","","",""
"181","2026-03-19 21:08:26","5","en","1979490408","2026-03-19 20:55:41","2026-03-19 21:08:26","174.89.162.56","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","69ac853c7f35177688d5a34b","69bbc57cf460a21a043af931","69bc5475c68f61219c936a34","3","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","761.55","138.74","","","","","","","","","","27.81","","595","","","","","","",""
